PEKERJAAN,STATUS_PERNIKAHAN,PRODUK,SUB_PRODUK,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS
9,2,0,0,89000000.0,60,0,0,0,0,0,3,4
37,2,0,0,163500000.0,36,2,0,1,0,1,3,2
37,2,0,0,150000000.0,96,2,0,1,0,1,3,2
37,0,0,0,109000000.0,36,1,0,0,0,0,0,1
37,2,0,0,213118304.0,98,2,0,1,0,1,3,2
5,2,0,0,103000000.0,60,2,0,1,0,1,3,2
19,2,0,0,311000000.0,144,0,0,0,0,0,3,4
5,2,0,0,162000000.0,180,1,0,0,0,0,0,1
37,2,0,0,5000000.0,5,1,0,0,0,0,0,1
37,2,0,0,215000000.0,60,0,0,0,0,0,3,4
4,2,0,0,400000000.0,86,1,0,0,0,0,0,1
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
37,0,0,0,55000000.0,48,0,0,0,0,0,3,4
37,2,0,0,768900000.0,156,1,0,0,0,0,0,1
13,2,1,2,105000000.0,48,1,3,0,0,0,0,1
5,0,0,0,306000000.0,180,0,0,0,0,0,3,4
9,2,0,0,138000000.0,84,2,0,1,0,1,3,2
37,2,0,0,165000000.0,60,2,0,1,0,1,3,2
37,2,0,0,562700000.0,120,1,0,0,0,0,0,1
37,2,0,1,195169546.0,116,2,0,1,0,1,3,2
9,2,1,3,13105000.0,36,2,0,0,0,0,1,2
37,2,0,0,25000000.0,72,0,0,0,0,0,3,4
37,2,0,0,344000000.0,152,1,0,0,0,0,0,1
5,2,1,2,101000000.0,60,1,3,0,0,0,0,1
37,0,0,0,25000000.0,36,0,0,0,0,0,3,4
4,0,0,0,200000000.0,72,1,0,0,0,0,0,1
31,2,0,0,222600000.0,168,1,0,0,0,0,0,1
6,2,1,2,150000000.0,48,0,1,0,0,0,2,5
11,2,0,0,328700000.0,120,1,0,0,0,0,0,1
37,2,0,0,630000000.0,120,1,0,0,0,0,0,1
5,2,0,0,275000000.0,61,0,0,0,0,0,3,4
37,2,0,0,110000000.0,84,2,0,1,0,1,3,2
37,1,0,0,210000000.0,120,2,0,1,0,1,3,2
26,2,0,0,244000000.0,120,1,0,0,0,0,0,1
9,1,0,0,61400000.0,36,2,0,1,0,1,3,2
37,2,0,0,127000000.0,60,2,0,1,0,1,3,2
37,2,0,0,498000000.0,180,0,0,0,0,0,3,4
37,2,0,0,415000000.0,81,1,0,0,0,0,0,1
9,2,0,0,150000000.0,120,1,0,0,0,0,0,1
12,2,0,0,18000000.0,48,0,0,0,0,0,3,4
37,0,0,0,240000000.0,121,1,0,0,0,0,0,1
26,2,0,0,95900000.0,60,1,0,0,0,0,0,1
9,0,0,0,100000000.0,60,0,0,0,0,0,3,5
9,2,0,0,274000000.0,96,1,0,0,0,0,0,1
37,2,0,0,332000000.0,166,1,0,0,0,0,0,1
5,2,0,1,614400000.0,240,0,0,0,0,0,3,5
99,2,1,2,105000000.0,60,2,3,0,0,0,1,2
37,2,0,0,69400000.0,38,2,0,1,0,1,3,2
37,2,0,0,859000000.0,110,1,0,0,0,0,0,1
4,2,0,0,50000000.0,60,2,0,1,0,1,3,2
37,2,0,0,150000000.0,26,2,0,1,0,1,3,2
19,2,0,0,351000000.0,180,0,0,0,0,0,3,5
37,2,0,0,211000000.0,120,1,0,0,0,0,0,1
9,2,0,0,270000000.0,90,1,0,0,0,0,0,1
9,2,0,0,60000000.0,60,0,0,0,0,0,3,5
9,2,0,0,180000000.0,72,1,0,0,0,0,0,1
4,2,0,0,900000000.0,132,1,0,0,0,0,0,1
99,2,0,0,30000000.0,10,0,0,0,0,0,3,5
8,2,0,0,25000000.0,36,1,0,0,0,0,0,1
37,0,0,0,75000000.0,48,1,0,0,0,0,0,1
5,0,0,0,96700000.0,60,0,0,0,0,0,3,5
9,2,0,0,93000000.0,60,2,0,1,0,1,3,2
37,2,0,0,225000000.0,92,2,0,1,0,1,3,2
37,2,0,0,240000000.0,120,1,0,0,0,0,0,1
6,2,0,1,992020150.0,108,2,0,1,0,1,3,2
37,0,0,0,722000000.0,141,2,0,1,0,1,3,2
37,2,0,0,620000000.0,40,0,0,0,0,0,3,5
9,2,0,0,158000000.0,60,1,0,0,0,0,0,1
9,2,0,0,150000000.0,60,1,0,0,0,0,0,1
99,2,0,0,50000000.0,24,0,0,0,0,0,3,5
13,2,1,2,100000000.0,19,1,3,0,0,0,0,1
9,2,0,0,20000000.0,60,1,0,0,0,0,0,1
37,2,0,0,403900000.0,180,0,0,0,0,0,3,5
4,2,0,0,323000000.0,180,1,0,0,0,0,0,1
9,2,0,0,349000000.0,132,1,0,0,0,0,0,1
37,2,0,0,64800000.0,88,0,0,0,0,0,3,5
99,2,0,0,350000000.0,120,2,0,1,0,1,3,2
9,2,0,0,133900000.0,48,2,0,1,0,1,3,2
4,2,0,1,290904853.0,168,1,0,0,0,0,0,1
9,2,0,0,230000000.0,72,2,0,1,0,1,3,2
31,0,0,0,256081000.0,180,2,0,1,0,1,3,2
37,2,0,0,46000000.0,26,0,0,0,0,0,3,5
9,2,1,2,500000000.0,60,1,3,0,0,0,0,1
34,2,0,0,16000000.0,36,1,0,0,0,0,0,1
12,0,1,2,495000000.0,36,0,1,0,0,0,2,5
5,2,0,0,75000000.0,60,1,0,0,0,0,0,1
13,2,1,3,243341312.0,91,1,3,0,0,0,0,1
9,2,0,0,160000000.0,72,0,0,0,0,0,3,5
37,2,0,0,187000000.0,66,1,0,0,0,0,0,1
99,0,0,0,20000000.0,11,1,0,0,0,0,0,1
37,2,0,0,113000000.0,66,0,0,0,0,0,3,5
9,2,0,0,119800000.0,72,2,0,1,0,1,3,2
13,2,1,2,500000000.0,60,2,3,0,0,0,1,2
3,2,0,1,500000000.0,144,1,0,0,0,0,0,1
5,2,0,0,19500000.0,11,2,0,1,0,1,3,2
37,2,0,0,500000000.0,121,2,0,1,0,1,3,2
13,2,1,2,125000000.0,60,0,1,0,0,0,2,5
99,2,0,0,395500000.0,121,1,0,0,0,0,0,1
37,2,0,0,384400000.0,228,1,0,0,0,0,0,1
9,2,0,0,400000000.0,124,0,0,0,0,0,3,5
11,2,1,3,74784000.0,12,1,3,0,0,0,0,1
9,2,0,0,92000000.0,35,1,0,0,0,0,0,1
11,1,0,0,172000000.0,77,0,0,0,0,0,3,5
9,2,0,0,100000000.0,60,1,0,0,0,0,0,1
19,2,0,0,160000000.0,168,1,0,0,0,0,0,1
99,0,0,1,395753850.0,240,0,0,0,0,0,3,5
37,2,0,0,121500000.0,56,2,0,1,0,1,3,2
11,2,0,0,54000000.0,36,2,0,1,0,1,3,2
9,2,0,0,25000000.0,24,1,0,0,0,0,0,1
99,2,0,0,22250000.0,9,2,0,1,0,1,3,2
37,2,0,0,197000000.0,165,2,0,1,0,1,3,2
37,2,0,0,25000000.0,15,0,0,0,0,0,3,5
4,0,0,0,466733686.0,116,1,0,0,0,0,0,1
37,2,0,0,108000000.0,24,1,0,0,0,0,0,1
13,2,1,2,110000000.0,36,0,1,0,0,0,2,5
99,2,1,2,150000000.0,60,1,3,0,0,0,0,1
9,2,0,0,286000000.0,119,1,0,0,0,0,0,1
13,2,1,2,25000000.0,24,0,1,1,0,0,2,5
99,2,0,0,25000000.0,36,1,0,0,0,0,0,1
9,2,0,0,51000000.0,60,1,0,0,0,0,0,1
37,2,0,0,967500000.0,230,0,0,0,0,0,3,5
9,2,0,0,104500000.0,60,2,0,1,0,1,3,2
37,2,0,0,138000000.0,60,2,0,1,0,1,3,2
37,2,0,0,74000000.0,120,1,0,0,0,0,0,1
37,2,0,0,1484000000.0,240,2,0,1,0,1,3,2
37,2,0,0,310000000.0,115,2,0,1,0,1,3,2
12,0,1,2,350000000.0,60,0,1,1,0,0,2,5
13,2,1,2,25000000.0,36,1,3,0,0,0,0,1
26,2,0,0,200000000.0,120,1,0,0,0,0,0,1
99,2,0,0,22000000.0,10,0,0,0,0,0,3,5
99,2,0,0,55000000.0,36,1,0,0,0,0,0,1
